date,brazil_totalSnow_cm,brazil_maxtempC,brazil_mintempC,brazil_sunHour,brazil_averageHumidity,brazil_averageWindspeedKmph,brazil_averagePressure,brazil_averageCloudCover,vietnam_totalSnow_cm,vietnam_maxtempC,vietnam_mintempC,vietnam_sunHour,vietnam_averageHumidity,vietnam_averageWindspeedKmph,vietnam_averagePressure,vietnam_averageCloudCover,colombia_totalSnow_cm,colombia_maxtempC,colombia_mintempC,colombia_sunHour,colombia_averageHumidity,colombia_averageWindspeedKmph,colombia_averagePressure,colombia_averageCloudCover,indonesia_totalSnow_cm,indonesia_maxtempC,indonesia_mintempC,indonesia_sunHour,indonesia_averageHumidity,indonesia_averageWindspeedKmph,indonesia_averagePressure,indonesia_averageCloudCover,ethiopia_totalSnow_cm,ethiopia_maxtempC,ethiopia_mintempC,ethiopia_sunHour,ethiopia_averageHumidity,ethiopia_averageWindspeedKmph,ethiopia_averagePressure,ethiopia_averageCloudCover,honduras_totalSnow_cm,honduras_maxtempC,honduras_mintempC,honduras_sunHour,honduras_averageHumidity,honduras_averageWindspeedKmph,honduras_averagePressure,honduras_averageCloudCover,india_totalSnow_cm,india_maxtempC,india_mintempC,india_sunHour,india_averageHumidity,india_averageWindspeedKmph,india_averagePressure,india_averageCloudCover,uganda_totalSnow_cm,uganda_maxtempC,uganda_mintempC,uganda_sunHour,uganda_averageHumidity,uganda_averageWindspeedKmph,uganda_averagePressure,uganda_averageCloudCover,mexico_totalSnow_cm,mexico_maxtempC,mexico_mintempC,mexico_sunHour,mexico_averageHumidity,mexico_averageWindspeedKmph,mexico_averagePressure,mexico_averageCloudCover,guatemala_totalSnow_cm,guatemala_maxtempC,guatemala_mintempC,guatemala_sunHour,guatemala_averageHumidity,guatemala_averageWindspeedKmph,guatemala_averagePressure,guatemala_averageCloudCover,peru_totalSnow_cm,peru_maxtempC,peru_mintempC,peru_sunHour,peru_averageHumidity,peru_averageWindspeedKmph,peru_averagePressure,peru_averageCloudCover,nicaragua_totalSnow_cm,nicaragua_maxtempC,nicaragua_mintempC,nicaragua_sunHour,nicaragua_averageHumidity,nicaragua_averageWindspeedKmph,nicaragua_averagePressure,nicaragua_averageCloudCover
2017-08-01,0.0,27,16,11.0,45.375,8.625,1020.0,0.0,0.0,27,17,12.6,52.375,5.375,1015.75,0.0,0.0,26,15,8.9,74.125,18.75,1018.25,51.625,0.0,32,26,12.8,72.5,19.5,1013.75,21.625,0.0,33,18,12.9,74.375,2.75,1014.0,14.75,0.0,37,27,11.6,46.5,24.375,1008.0,26.375,0.0,33,28,10.2,78.25,9.375,1012.0,37.875,0.0,27,16,12.9,84.625,6.625,1014.25,33.5,0.0,28,18,12.8,91.125,4.25,1014.625,72.0,0.0,29,17,8.7,56.875,10.125,1017.375,0.0,0.0,39,23,11.6,59.625,7.0,1012.625,35.25,0.0,35,22,9.4,82.5,4.0,1003.25,59.875
2017-08-02,0.0,28,17,11.0,42.125,11.125,1018.625,1.25,0.0,28,17,12.6,49.25,5.75,1014.75,1.25,0.0,25,15,10.2,70.75,22.875,1018.625,52.75,0.0,32,25,12.8,73.0,12.125,1014.375,35.125,0.0,31,18,12.9,80.5,3.25,1014.375,40.375,0.0,37,27,11.6,47.25,26.5,1008.25,17.5,0.0,33,27,11.6,79.25,9.25,1011.625,46.125,0.0,27,15,12.9,83.625,6.625,1015.0,30.625,0.0,26,18,9.3,88.125,9.5,1014.75,74.25,0.0,29,17,8.7,55.875,10.5,1016.5,0.0,0.0,38,23,11.6,54.125,4.75,1012.5,13.625,0.0,31,21,9.4,96.625,3.75,1003.25,77.125
2017-08-03,0.0,23,17,11.1,50.125,20.625,1014.875,11.75,0.0,29,18,12.6,51.125,5.625,1014.5,0.375,0.0,24,15,11.6,68.375,20.0,1018.25,46.875,0.0,33,25,12.8,73.0,10.625,1014.375,18.125,0.0,31,17,12.9,75.25,4.5,1015.125,16.875,0.0,34,27,10.3,51.125,27.125,1007.125,36.5,0.0,33,28,11.6,78.625,9.25,1010.875,37.375,0.0,26,18,12.9,87.5,6.875,1016.0,42.25,0.0,27,18,12.8,87.25,11.5,1014.5,65.75,0.0,29,17,8.7,56.75,9.75,1017.25,0.0,0.0,38,25,11.6,47.125,4.75,1011.625,12.25,0.0,32,21,10.7,95.875,3.75,1001.375,79.125
2017-08-04,0.0,19,15,5.5,75.375,15.25,1022.0,82.75,0.0,27,18,12.6,57.0,4.75,1014.875,0.0,0.0,23,15,10.2,74.125,19.875,1017.125,38.5,0.0,34,25,12.8,66.125,10.375,1013.5,10.75,0.0,31,18,12.8,81.75,3.625,1014.625,65.375,0.0,33,27,7.6,52.75,28.125,1005.5,68.5,0.0,32,29,11.6,77.0,9.25,1010.75,29.25,0.0,28,15,12.9,78.0,10.125,1015.375,8.375,0.0,27,19,11.9,88.375,10.5,1013.5,62.5,0.0,29,17,8.7,55.5,9.75,1017.25,0.0,0.0,39,25,10.3,46.875,4.75,1010.625,21.25,0.0,33,21,8.1,90.75,3.625,1001.5,83.75
2017-08-05,0.0,19,13,7.1,77.0,17.0,1023.875,70.25,0.0,27,18,12.6,56.625,4.875,1014.625,7.125,0.0,24,14,11.6,76.75,21.875,1016.375,40.0,0.0,33,25,12.8,71.625,8.125,1012.875,28.25,0.0,31,19,12.8,82.875,3.875,1013.625,64.75,0.0,35,27,8.9,52.25,24.875,1004.375,59.25,0.0,33,28,11.6,77.125,10.75,1010.875,36.25,0.0,27,17,12.9,80.875,12.125,1014.625,28.625,0.0,28,19,10.6,89.625,8.5,1012.75,69.375,0.0,29,17,8.7,56.625,9.75,1016.25,0.0,0.0,37,24,11.6,58.75,4.625,1010.0,15.5,0.0,29,22,9.4,98.125,3.125,1003.625,80.625
2017-08-06,0.0,21,13,11.1,73.625,12.875,1023.25,28.375,0.0,29,18,12.6,50.625,5.5,1013.75,0.0,0.0,24,16,10.2,75.5,21.5,1015.75,56.0,0.0,32,26,12.8,73.625,7.875,1012.0,14.875,0.0,30,18,12.8,83.0,4.375,1012.875,63.25,0.0,34,27,10.3,52.625,23.75,1004.5,50.625,0.0,33,28,11.6,77.75,10.125,1011.0,39.375,0.0,28,16,12.9,74.0,12.875,1013.25,3.25,0.0,27,18,9.3,89.375,6.125,1011.625,86.375,0.0,30,18,7.2,55.375,9.625,1016.125,26.75,0.0,37,24,11.6,55.5,7.0,1009.625,9.625,0.0,32,21,10.7,92.25,3.125,1006.75,74.625
2017-08-07,0.0,30,15,11.1,58.25,7.0,1019.75,0.0,0.0,29,18,12.6,49.25,5.125,1013.625,6.875,0.0,25,16,10.2,70.375,21.375,1015.375,51.25,0.0,32,25,12.8,74.875,6.375,1011.5,26.375,0.0,32,17,12.8,80.375,3.375,1011.875,54.25,0.0,36,27,11.6,48.625,20.875,1005.25,31.5,0.0,33,28,11.6,77.125,11.0,1011.125,42.0,0.0,28,15,12.9,79.125,7.5,1012.375,16.75,0.0,24,19,9.3,95.25,2.875,1011.875,79.375,0.0,29,17,8.7,55.75,10.25,1015.5,0.0,0.0,32,24,9.0,79.375,9.75,1011.0,53.75,0.0,33,20,10.7,85.875,4.375,1007.5,68.25
2017-08-08,0.0,30,18,11.1,43.875,11.0,1016.5,9.375,0.0,29,18,12.6,51.625,5.75,1013.25,0.0,0.0,26,18,11.6,62.125,23.0,1015.5,43.125,0.0,33,24,11.9,75.25,8.625,1011.625,57.625,0.0,32,18,12.8,76.25,4.375,1011.375,34.25,0.0,34,27,8.9,52.625,19.125,1006.5,53.875,0.0,32,29,10.2,78.125,10.375,1011.75,44.25,0.0,23,17,9.3,93.625,6.375,1012.25,79.0,0.0,27,19,8.0,89.5,4.375,1011.875,87.5,0.0,29,17,8.7,53.375,9.0,1015.5,0.0,0.0,33,22,9.0,73.0,7.0,1012.0,52.75,0.0,34,20,11.9,79.875,4.875,1007.25,60.125
2017-08-09,0.0,31,20,11.1,40.0,15.375,1014.75,3.5,0.0,28,18,12.6,53.25,5.375,1014.375,0.0,0.0,22,16,10.2,68.875,22.5,1016.625,35.625,0.0,33,24,12.8,68.25,8.25,1012.25,1.625,0.0,35,18,12.8,75.25,3.625,1012.0,16.125,0.0,32,27,7.6,63.625,17.75,1007.125,61.625,0.0,33,28,10.2,76.25,10.0,1011.875,37.0,0.0,24,16,12.9,88.625,6.125,1012.75,47.875,0.0,28,18,12.8,90.25,6.625,1012.5,65.5,0.0,30,18,8.7,51.0,9.5,1017.375,0.0,0.0,37,23,10.3,62.25,6.125,1011.0,27.875,0.0,34,22,13.0,76.875,4.875,1006.75,42.375
2017-08-10,0.0,25,18,10.1,73.625,11.375,1019.0,34.625,0.0,28,17,12.6,49.75,5.5,1015.0,0.0,0.0,26,17,10.2,65.25,22.375,1015.625,46.625,0.0,32,25,12.8,71.5,10.25,1013.75,34.5,0.0,32,19,12.8,74.375,4.125,1014.0,21.0,0.0,33,25,11.6,61.75,18.875,1007.625,62.25,0.0,34,28,11.6,74.0,9.875,1011.125,20.875,0.0,25,18,11.9,88.5,4.875,1014.25,49.375,0.0,25,18,8.0,94.875,6.5,1014.375,92.0,0.0,30,18,8.7,53.75,10.25,1017.25,0.0,0.0,36,24,11.6,58.625,5.25,1010.25,16.0,0.0,33,23,13.0,80.25,3.875,1006.375,43.25
2017-08-11,0.0,24,15,11.1,69.375,13.875,1020.625,20.0,0.0,26,15,12.6,60.25,4.875,1014.75,20.25,0.0,24,16,10.2,58.75,27.875,1015.625,27.25,0.0,32,25,12.8,73.125,8.125,1014.5,33.625,0.0,31,17,12.8,75.0,4.0,1014.875,23.875,0.0,34,25,10.3,56.125,18.75,1007.75,37.125,0.0,34,28,11.6,76.375,9.875,1010.875,42.125,0.0,26,16,12.8,84.0,9.25,1015.75,28.0,0.0,27,18,11.9,88.0,9.375,1014.625,78.5,0.0,28,18,8.7,57.5,12.5,1018.375,0.0,0.0,37,23,10.3,61.625,7.25,1010.25,27.125,0.0,34,23,13.0,81.0,4.25,1006.5,54.875
2017-08-12,0.0,29,15,11.1,69.5,10.75,1019.375,19.125,0.0,28,17,12.6,55.625,5.0,1014.375,0.0,0.0,24,16,10.2,69.375,23.5,1016.25,54.5,0.0,32,24,12.8,74.0,9.25,1013.625,9.125,0.0,30,17,12.8,80.0,3.875,1014.25,51.125,0.0,32,26,7.6,60.125,21.5,1008.5,54.625,0.0,32,28,11.6,77.375,9.875,1011.125,40.25,0.0,26,14,12.8,81.0,11.875,1015.125,30.25,0.0,28,18,12.7,88.875,8.0,1013.375,58.125,0.0,28,17,8.7,53.125,15.375,1017.75,0.0,0.0,36,23,10.3,71.875,7.25,1011.25,47.625,0.0,33,21,10.7,91.0,3.0,1007.375,68.0
2017-08-13,0.0,32,19,11.2,47.125,10.875,1015.5,0.0,0.0,30,18,12.6,51.5,5.0,1013.75,0.0,0.0,25,17,10.2,59.375,23.375,1015.5,46.875,0.0,32,24,12.8,71.25,8.0,1012.625,12.625,0.0,30,17,12.8,79.75,3.75,1013.625,54.125,0.0,35,26,11.6,55.25,17.375,1008.875,35.25,0.0,32,28,11.6,76.125,10.625,1011.625,23.75,0.0,27,15,12.8,75.125,11.5,1014.0,0.75,0.0,27,17,10.6,89.125,9.75,1013.125,80.875,0.0,29,17,8.7,50.625,13.25,1016.25,0.0,0.0,36,23,10.3,65.625,5.625,1010.75,45.125,0.0,29,23,8.1,96.375,2.625,1008.75,78.375
2017-08-14,0.0,30,23,11.2,54.375,11.875,1016.5,13.875,0.0,31,18,12.6,44.25,5.5,1012.625,0.0,0.0,24,17,8.8,75.25,20.75,1016.5,61.0,0.0,32,26,12.8,69.0,9.75,1012.375,48.375,0.0,32,17,12.8,81.625,2.5,1012.875,38.125,0.0,33,26,10.3,55.75,15.125,1009.875,52.5,0.0,32,27,11.6,71.5,11.125,1011.875,9.875,0.0,27,16,12.8,79.125,9.375,1013.125,20.625,0.0,26,18,11.9,86.75,12.125,1012.625,76.625,0.0,29,17,8.7,50.0,11.375,1015.875,0.0,0.0,37,24,11.6,62.375,4.625,1010.5,28.75,0.0,28,20,8.1,97.5,2.875,1008.875,86.625
2017-08-15,0.0,20,15,5.6,77.125,11.875,1020.0,67.375,0.0,30,18,12.6,49.75,5.5,1012.75,4.125,0.0,23,16,10.2,77.125,19.25,1016.375,53.0,0.0,33,25,12.7,70.5,6.875,1012.625,37.25,0.0,32,16,12.8,75.625,4.25,1013.125,25.875,0.0,35,26,11.6,56.625,13.375,1009.0,45.125,0.0,33,27,11.6,75.25,8.875,1011.25,41.5,0.0,25,18,12.8,87.375,5.0,1013.75,54.875,0.0,28,18,11.9,86.625,10.25,1012.5,68.0,0.0,29,18,8.7,49.25,12.125,1015.5,0.0,0.0,37,24,10.3,60.125,5.875,1009.5,39.375,0.0,26,20,8.1,96.75,3.75,1008.0,89.375
2017-08-16,0.0,23,16,7.1,79.125,9.625,1018.625,65.125,0.0,28,18,12.6,60.25,4.75,1013.25,16.5,0.0,24,16,10.2,74.75,14.625,1015.375,49.0,0.0,33,25,12.7,70.875,11.0,1013.0,10.625,0.0,31,17,12.8,81.25,4.0,1013.75,55.5,0.0,34,27,11.6,52.125,16.375,1007.0,38.0,0.0,32,28,10.2,80.375,7.375,1010.125,54.5,0.0,27,15,12.8,78.125,9.375,1014.625,7.25,0.0,27,18,12.7,87.625,10.75,1013.125,58.0,0.0,30,18,8.7,49.625,11.375,1015.625,0.0,0.0,37,23,10.3,63.0,6.125,1008.625,45.625,0.0,29,22,8.1,90.25,3.5,1006.75,80.625
2017-08-17,0.0,18,17,5.6,85.0,9.5,1019.125,94.375,0.0,28,17,12.6,54.0,5.25,1013.125,4.5,0.0,27,15,10.2,66.0,13.75,1013.75,31.0,0.0,34,25,12.7,66.0,8.5,1012.875,2.25,0.0,30,18,12.8,80.25,4.0,1014.0,50.125,0.0,34,27,8.9,55.375,17.625,1005.125,45.125,0.0,33,24,10.2,82.625,4.5,1010.5,71.875,0.0,28,15,12.8,76.625,10.75,1014.875,12.625,0.0,27,18,12.7,84.875,12.5,1013.25,55.75,0.0,30,18,8.7,50.75,10.375,1015.25,0.0,0.0,38,23,11.6,56.75,3.75,1008.5,14.5,0.0,23,20,8.1,98.0,2.625,1008.375,87.75
2017-08-18,0.0,22,17,5.6,83.625,9.0,1018.375,90.0,0.0,26,18,12.6,61.375,4.625,1012.625,13.375,0.0,28,17,11.6,56.625,15.625,1013.75,11.25,0.0,33,25,12.7,67.5,9.75,1012.75,2.875,0.0,30,17,12.7,77.0,3.875,1013.875,33.375,0.0,33,26,6.2,65.25,21.375,1004.375,64.875,0.0,28,25,7.4,90.375,3.0,1011.5,65.875,0.0,26,14,12.8,71.5,12.0,1014.625,1.625,0.0,28,17,12.7,83.75,10.75,1012.25,39.375,0.0,29,17,8.7,54.75,10.25,1016.5,0.0,0.0,38,23,11.6,54.375,4.375,1009.0,14.375,0.0,33,19,11.9,84.0,3.5,1009.875,61.375
2017-08-19,0.0,24,17,8.6,81.875,7.5,1015.75,58.375,0.0,20,14,11.8,85.875,3.375,1013.5,57.875,0.0,24,17,11.6,66.125,19.0,1015.375,19.0,0.0,33,24,12.7,66.375,10.125,1012.25,3.5,0.0,30,16,12.7,79.75,3.75,1013.375,40.125,0.0,26,25,6.2,78.625,22.375,1004.75,79.0,0.0,33,26,11.6,78.125,5.75,1012.375,33.25,0.0,26,15,12.8,69.625,11.75,1014.125,0.0,0.0,29,18,12.7,86.0,8.25,1011.5,50.25,0.0,31,18,8.7,48.75,12.25,1016.375,0.0,0.0,40,24,10.3,53.25,3.5,1008.875,21.875,0.0,35,21,12.9,79.75,4.125,1010.0,42.875
2017-08-20,0.0,27,18,10.1,66.125,17.875,1014.75,27.375,0.0,25,16,12.6,69.25,4.25,1013.25,19.875,0.0,26,16,10.2,71.5,21.625,1016.25,42.0,0.0,33,24,12.7,69.125,9.125,1011.5,7.75,0.0,30,15,12.7,80.5,4.375,1012.625,30.625,0.0,28,23,6.2,73.125,30.5,1003.625,81.75,0.0,32,27,11.6,75.25,9.25,1011.0,22.25,0.0,27,14,12.8,70.625,11.75,1013.625,5.0,0.0,27,18,10.6,90.25,7.375,1011.625,71.0,0.0,30,17,8.7,50.25,11.375,1014.125,0.0,0.0,38,25,11.6,56.75,5.125,1008.75,27.25,0.0,36,22,12.9,77.5,3.875,1008.25,42.25
2017-08-21,0.0,19,13,5.6,82.125,22.25,1025.125,99.375,0.0,30,17,12.6,54.875,4.875,1014.625,3.375,0.0,23,16,10.2,74.125,22.875,1015.75,37.375,0.0,33,25,12.7,67.5,7.625,1012.75,24.125,0.0,30,17,10.6,80.0,2.875,1013.25,70.625,0.0,33,23,8.9,64.75,24.625,1003.75,53.5,0.0,32,28,11.6,72.375,11.75,1009.75,11.625,0.0,26,18,12.8,86.75,6.875,1014.0,54.0,0.0,28,18,12.7,88.5,4.625,1012.5,68.125,0.0,30,18,8.7,53.25,10.375,1016.375,0.0,0.0,39,24,10.3,60.5,6.875,1008.875,40.625,0.0,38,23,12.9,73.0,2.625,1006.125,25.75
2017-08-22,0.0,19,13,5.6,78.125,16.0,1026.25,70.25,0.0,29,18,12.6,51.875,5.375,1013.875,0.0,0.0,27,16,10.2,68.375,23.625,1013.75,29.5,0.0,33,25,12.7,69.375,9.25,1013.0,25.125,0.0,33,17,12.7,79.0,2.25,1013.5,21.125,0.0,34,25,11.6,59.875,19.75,1004.75,42.375,0.0,33,28,11.6,75.5,12.0,1010.0,40.625,0.0,26,15,12.8,85.125,7.125,1014.25,28.625,0.0,29,18,12.7,87.125,5.25,1013.0,66.5,0.0,31,18,8.7,49.25,9.5,1017.375,0.0,0.0,33,24,9.0,75.375,6.625,1009.375,58.375,0.0,38,23,12.8,68.125,2.875,1005.125,4.375
2017-08-23,0.0,28,14,11.3,71.25,9.875,1022.75,8.75,0.0,26,17,12.6,53.625,5.625,1012.75,3.625,0.0,26,17,10.2,65.125,21.625,1013.0,36.5,0.0,33,24,12.7,68.875,9.125,1011.75,6.5,0.0,32,17,12.7,77.625,3.375,1011.5,11.25,0.0,36,25,11.6,57.875,19.125,1006.25,25.375,0.0,33,29,11.6,73.25,12.75,1011.0,21.5,0.0,23,17,11.9,90.75,3.5,1012.875,73.875,0.0,29,18,12.7,89.5,5.125,1011.375,64.5,0.0,30,18,8.7,53.875,10.25,1015.625,0.0,0.0,37,23,11.6,58.25,5.625,1007.75,30.125,0.0,38,23,12.8,65.75,2.625,1004.0,10.125
2017-08-24,0.0,29,16,11.3,65.75,9.375,1022.125,0.0,0.0,27,18,12.5,54.125,5.125,1013.25,9.5,0.0,26,17,11.6,61.25,18.375,1012.75,27.625,0.0,33,25,12.7,67.5,8.625,1010.25,38.75,0.0,35,18,12.7,76.5,2.875,1009.875,19.75,0.0,34,26,11.6,58.125,19.625,1006.0,40.0,0.0,33,28,11.6,74.625,11.125,1010.875,19.25,0.0,25,15,12.7,85.625,4.625,1011.125,51.25,0.0,29,17,11.9,88.0,4.375,1010.375,70.5,0.0,29,17,8.7,54.125,10.125,1015.0,0.0,0.0,37,26,10.3,54.25,6.375,1007.375,43.0,0.0,25,21,8.0,97.875,3.375,1004.25,86.5
2017-08-25,0.0,29,16,11.3,67.5,9.5,1021.625,0.0,0.0,28,17,12.5,57.5,4.75,1013.75,5.5,0.0,24,18,8.8,70.625,17.25,1014.375,52.75,0.0,33,25,12.7,69.375,15.625,1011.0,27.25,0.0,31,18,12.7,81.375,4.5,1011.375,28.625,0.0,31,26,6.2,70.75,21.375,1005.125,80.125,0.0,32,27,11.6,72.5,10.875,1010.875,16.125,0.0,26,16,12.7,89.5,5.25,1011.375,53.625,0.0,27,18,10.2,90.0,4.125,1012.125,57.375,0.0,30,18,8.7,51.625,11.375,1015.75,0.0,0.0,36,24,11.6,60.375,6.125,1007.875,21.0,0.0,28,20,10.6,97.625,2.25,1006.5,76.0
2017-08-26,0.0,30,18,11.3,57.25,7.5,1020.125,0.0,0.0,26,18,12.5,52.75,5.125,1013.375,4.125,0.0,27,16,11.6,56.25,18.375,1013.625,25.0,0.0,32,25,12.7,69.625,12.25,1013.0,37.375,0.0,36,17,12.7,72.25,4.125,1012.625,20.375,0.0,32,24,10.2,74.125,25.375,1003.75,52.0,0.0,32,28,11.6,67.25,13.75,1010.125,4.375,0.0,25,17,11.9,92.75,4.125,1013.0,64.875,0.0,29,17,8.9,85.75,6.75,1013.25,56.25,0.0,29,17,8.7,51.625,10.25,1015.875,0.0,0.0,39,24,11.6,54.25,8.25,1008.5,33.875,0.0,34,20,10.6,87.5,3.25,1007.5,65.125
2017-08-27,0.0,32,19,11.3,48.75,7.375,1018.125,0.0,0.0,27,18,12.5,57.5,5.0,1012.875,13.625,0.0,23,17,10.2,63.875,20.875,1014.0,21.375,0.0,33,24,12.7,71.5,10.0,1012.0,2.25,0.0,36,17,12.7,63.75,3.625,1011.5,3.625,0.0,32,24,8.9,71.5,25.375,1002.5,67.0,0.0,33,28,11.6,67.125,13.875,1010.0,13.125,0.0,24,17,12.7,89.25,4.625,1012.625,41.0,0.0,28,18,10.2,85.25,7.875,1012.125,56.625,0.0,29,18,8.7,54.125,10.0,1016.125,0.0,0.0,37,23,11.6,54.5,8.0,1008.5,7.5,0.0,35,21,12.8,75.0,3.375,1006.75,33.125
2017-08-28,0.0,31,21,11.3,55.5,8.5,1019.0,0.0,0.0,26,16,12.5,70.0,4.0,1013.75,42.0,0.0,24,17,10.2,69.125,19.625,1014.25,57.5,0.0,33,24,12.7,65.75,8.75,1012.0,0.0,0.0,35,18,12.7,64.5,3.75,1011.5,7.75,0.0,32,24,7.5,74.125,24.625,1001.625,67.875,0.0,33,29,11.6,69.625,12.75,1010.0,25.0,0.0,25,16,12.7,88.25,5.0,1012.125,37.625,0.0,30,17,11.6,83.375,5.0,1012.0,25.75,0.0,29,18,8.7,53.0,10.5,1016.125,0.0,0.0,37,23,11.6,61.0,9.125,1008.625,28.5,0.0,38,21,12.8,70.625,2.375,1006.375,27.75
2017-08-29,0.0,33,17,11.4,63.5,7.125,1018.5,13.625,0.0,25,16,12.5,64.75,4.25,1014.875,39.125,0.0,26,17,11.6,61.75,21.125,1013.25,42.75,0.0,33,24,12.7,70.25,10.5,1012.125,10.125,0.0,33,18,12.7,66.625,3.25,1012.125,18.125,0.0,31,24,6.1,74.875,24.5,1002.125,74.5,0.0,33,29,12.0,71.375,11.5,1010.25,29.5,0.0,25,16,12.7,88.5,4.75,1013.0,38.875,0.0,30,17,11.6,85.25,3.375,1012.75,43.0,0.0,30,18,8.7,52.875,11.875,1016.375,2.125,0.0,29,22,10.3,88.875,8.0,1010.5,56.0,0.0,32,22,10.6,87.625,3.125,1007.125,59.75
2017-08-30,0.0,37,23,11.4,44.5,6.875,1016.5,0.0,0.0,28,17,12.5,58.75,5.0,1014.75,10.625,0.0,26,17,8.8,61.625,22.25,1013.5,54.75,0.0,33,24,12.6,72.0,9.875,1013.0,26.0,0.0,32,18,12.7,71.375,4.125,1013.125,39.5,0.0,33,24,8.9,66.75,18.25,1005.75,59.125,0.0,33,28,12.0,66.0,11.625,1011.0,0.0,0.0,24,16,12.7,90.0,4.875,1014.0,51.5,0.0,28,18,11.6,87.5,5.5,1013.0,54.5,0.0,28,19,8.7,57.125,10.75,1016.125,1.0,0.0,35,22,8.9,80.125,5.125,1011.0,54.375,0.0,29,20,10.6,97.625,3.125,1009.125,69.75
2017-09-01,0.0,21,17,10.1,77.625,15.625,1025.125,70.0,0.0,29,15,12.5,45.75,5.5,1014.375,0.0,0.0,24,17,8.8,59.875,19.25,1014.5,59.5,0.0,32,25,12.6,68.625,10.0,1012.875,32.25,0.0,30,18,12.6,76.0,3.5,1013.375,42.75,0.0,34,25,11.6,58.25,14.125,1009.125,25.875,0.0,31,24,12.4,73.625,4.375,1012.375,31.25,0.0,21,16,11.9,91.5,4.75,1014.25,53.0,0.0,26,18,6.1,88.625,7.0,1013.5,87.25,0.0,28,16,8.7,53.0,10.25,1016.625,2.25,0.0,34,23,10.3,65.375,6.25,1010.625,39.875,0.0,29,21,12.7,77.0,2.875,1007.625,17.875
2017-09-02,0.0,29,15,11.4,63.125,11.875,1025.25,8.0,0.0,28,15,12.5,48.0,5.5,1014.625,7.0,0.0,25,19,11.6,54.875,21.625,1014.25,47.0,0.0,32,25,12.6,66.375,8.375,1013.5,20.125,0.0,30,18,12.6,74.5,3.375,1013.75,21.75,0.0,35,26,11.6,51.375,12.875,1008.0,23.375,0.0,30,19,12.4,79.25,3.75,1012.25,48.875,0.0,21,15,12.7,90.125,4.0,1015.125,48.375,0.0,26,19,6.1,89.375,7.25,1013.625,83.75,0.0,30,16,8.7,54.0,11.0,1017.125,3.375,0.0,34,23,11.6,68.25,7.125,1009.5,36.375,0.0,30,23,12.7,79.25,4.125,1006.0,32.5
2017-09-03,0.0,32,19,11.4,51.25,9.125,1023.875,0.0,0.0,28,15,12.5,51.0,5.25,1014.5,0.0,0.0,22,18,11.6,67.375,20.25,1014.5,45.625,0.0,33,26,12.6,69.25,8.25,1013.25,21.0,0.0,27,20,12.6,83.5,3.5,1014.125,43.875,0.0,35,27,11.6,51.25,12.5,1007.625,11.25,0.0,31,18,12.4,75.25,4.0,1012.125,39.5,0.0,24,16,12.6,90.25,4.625,1015.25,50.375,0.0,24,17,7.5,87.75,9.375,1013.5,81.25,0.0,26,19,8.7,52.75,11.0,1017.25,5.0,0.0,28,24,10.3,85.75,9.0,1010.75,47.0,0.0,31,24,12.7,78.375,3.625,1006.25,22.125
2017-09-04,0.0,32,20,11.4,38.625,6.0,1021.625,0.0,0.0,28,15,12.5,49.0,5.5,1014.25,0.0,0.0,23,17,8.8,69.875,17.25,1015.875,57.25,0.0,32,26,12.6,69.5,9.0,1012.875,10.5,0.0,31,17,12.6,77.875,3.375,1013.25,31.25,0.0,34,27,11.6,54.625,14.0,1008.25,37.125,0.0,32,21,12.5,74.625,3.75,1012.0,28.625,0.0,25,16,12.6,87.375,4.5,1014.125,41.875,0.0,24,16,8.9,88.25,6.75,1012.5,68.0,0.0,25,16,8.7,54.625,11.375,1016.125,0.0,0.0,33,22,11.6,70.875,6.875,1011.75,16.25,0.0,31,24,12.7,74.25,3.0,1006.625,26.875
2017-09-05,0.0,32,22,11.4,30.875,10.0,1019.375,0.0,0.0,27,15,12.5,47.5,5.5,1013.875,0.0,0.0,24,17,10.2,65.625,16.75,1017.0,58.125,0.0,33,26,12.6,71.25,10.875,1012.5,7.875,0.0,32,19,12.6,75.5,3.875,1012.5,11.5,0.0,33,27,10.2,57.625,11.125,1008.0,41.125,0.0,33,19,12.4,58.375,4.5,1011.875,9.375,0.0,24,16,12.6,89.875,5.0,1013.5,41.375,0.0,27,16,10.2,84.0,4.5,1012.25,55.875,0.0,27,18,8.7,53.75,10.25,1015.875,0.0,0.0,34,23,11.6,63.375,6.75,1012.625,36.5,0.0,30,25,12.7,79.75,3.375,1007.625,42.75
2017-09-06,0.0,30,20,11.5,51.125,10.0,1020.25,0.0,0.0,25,15,12.5,54.25,4.875,1013.875,3.625,0.0,24,18,11.6,58.125,17.5,1016.375,38.75,0.0,33,26,12.6,72.375,10.0,1012.125,31.0,0.0,33,20,12.6,73.125,4.125,1012.125,0.0,0.0,32,27,11.6,69.375,12.625,1007.5,46.875,0.0,32,20,12.4,58.25,5.25,1012.0,5.875,0.0,24,16,12.6,89.125,4.625,1013.0,45.75,0.0,26,16,8.8,84.625,3.875,1012.0,57.625,0.0,28,18,8.7,51.75,10.0,1016.375,0.0,0.0,33,23,10.2,67.375,6.75,1011.875,34.25,0.0,34,24,12.7,77.875,2.375,1008.125,33.625
