date,brazil_totalSnow_cm,brazil_maxtempC,brazil_mintempC,brazil_sunHour,brazil_averageHumidity,brazil_averageWindspeedKmph,brazil_averagePressure,brazil_averageCloudCover,vietnam_totalSnow_cm,vietnam_maxtempC,vietnam_mintempC,vietnam_sunHour,vietnam_averageHumidity,vietnam_averageWindspeedKmph,vietnam_averagePressure,vietnam_averageCloudCover,colombia_totalSnow_cm,colombia_maxtempC,colombia_mintempC,colombia_sunHour,colombia_averageHumidity,colombia_averageWindspeedKmph,colombia_averagePressure,colombia_averageCloudCover,indonesia_totalSnow_cm,indonesia_maxtempC,indonesia_mintempC,indonesia_sunHour,indonesia_averageHumidity,indonesia_averageWindspeedKmph,indonesia_averagePressure,indonesia_averageCloudCover,ethiopia_totalSnow_cm,ethiopia_maxtempC,ethiopia_mintempC,ethiopia_sunHour,ethiopia_averageHumidity,ethiopia_averageWindspeedKmph,ethiopia_averagePressure,ethiopia_averageCloudCover,honduras_totalSnow_cm,honduras_maxtempC,honduras_mintempC,honduras_sunHour,honduras_averageHumidity,honduras_averageWindspeedKmph,honduras_averagePressure,honduras_averageCloudCover,india_totalSnow_cm,india_maxtempC,india_mintempC,india_sunHour,india_averageHumidity,india_averageWindspeedKmph,india_averagePressure,india_averageCloudCover,uganda_totalSnow_cm,uganda_maxtempC,uganda_mintempC,uganda_sunHour,uganda_averageHumidity,uganda_averageWindspeedKmph,uganda_averagePressure,uganda_averageCloudCover,mexico_totalSnow_cm,mexico_maxtempC,mexico_mintempC,mexico_sunHour,mexico_averageHumidity,mexico_averageWindspeedKmph,mexico_averagePressure,mexico_averageCloudCover,guatemala_totalSnow_cm,guatemala_maxtempC,guatemala_mintempC,guatemala_sunHour,guatemala_averageHumidity,guatemala_averageWindspeedKmph,guatemala_averagePressure,guatemala_averageCloudCover,peru_totalSnow_cm,peru_maxtempC,peru_mintempC,peru_sunHour,peru_averageHumidity,peru_averageWindspeedKmph,peru_averagePressure,peru_averageCloudCover,nicaragua_totalSnow_cm,nicaragua_maxtempC,nicaragua_mintempC,nicaragua_sunHour,nicaragua_averageHumidity,nicaragua_averageWindspeedKmph,nicaragua_averagePressure,nicaragua_averageCloudCover
2017-11-29,0.0,27,17,11.6,65.875,14.625,1015.125,20.625,0.0,25,15,11.6,63.125,5.0,1012.875,14.625,0.0,24,16,8.8,64.25,12.5,1015.375,58.625,0.0,31,20,8.7,65.625,9.125,1013.0,6.25,0.0,20,14,5.7,89.0,6.5,1016.375,61.125,0.0,31,20,8.7,46.375,10.625,1013.875,2.125,0.0,33,18,6.1,69.625,3.875,1008.5,79.375,0.0,21,9,8.7,77.75,7.375,1017.0,14.375,0.0,20,17,8.7,86.75,16.625,1013.75,56.625,0.0,29,21,12.9,53.125,10.625,1015.25,24.375,0.0,39,29,11.6,24.5,11.25,1010.25,19.375,0.0,27,12,8.7,70.125,3.0,1016.625,12.75
2017-11-30,0.0,27,18,10.4,68.0,12.0,1011.625,38.5,0.0,24,15,11.6,66.875,4.375,1012.375,15.625,0.0,25,16,10.2,57.625,13.75,1015.625,30.125,0.0,32,21,8.7,68.375,9.0,1012.5,18.875,0.0,18,13,4.2,93.5,6.625,1016.625,92.5,0.0,31,21,8.7,51.375,14.0,1013.0,10.75,0.0,33,20,6.1,71.0,4.125,1008.0,78.125,0.0,20,12,8.7,79.25,8.5,1017.375,31.25,0.0,23,17,10.2,86.75,19.25,1013.625,48.125,0.0,27,19,12.9,57.875,11.375,1014.0,8.25,0.0,39,27,11.6,19.125,12.625,1009.625,7.25,0.0,24,13,8.7,72.0,4.25,1016.375,15.125
2017-12-01,0.0,25,19,11.6,72.375,14.125,1010.25,57.5,0.0,23,14,11.6,69.125,3.875,1012.5,16.375,0.0,25,15,11.6,49.75,10.875,1015.125,4.125,0.0,32,21,8.7,68.875,8.625,1011.875,19.125,0.0,17,13,5.7,94.75,6.125,1015.75,87.375,0.0,31,23,8.7,53.0,17.75,1012.375,36.25,0.0,33,19,7.5,76.25,3.75,1009.125,72.5,0.0,20,12,8.7,78.125,10.625,1017.125,28.75,0.0,23,17,10.2,86.875,17.375,1013.375,51.625,0.0,27,18,12.9,58.125,11.5,1013.375,4.75,0.0,38,26,11.6,15.0,12.625,1009.25,6.125,0.0,22,12,4.1,82.625,4.625,1017.375,76.125
2017-12-02,0.0,25,20,7.9,72.0,16.25,1012.375,76.0,0.0,22,13,7.4,67.375,4.375,1012.375,62.25,0.0,26,15,11.6,47.375,12.875,1014.5,4.875,0.0,32,21,8.7,71.375,7.125,1011.875,14.25,0.0,18,13,5.7,95.25,7.125,1016.125,90.625,0.0,31,21,8.7,54.625,16.75,1013.5,9.375,0.0,34,19,6.1,71.0,4.25,1009.75,78.75,0.0,20,11,8.7,80.625,11.25,1017.75,24.625,0.0,23,16,11.6,85.375,18.875,1013.25,49.375,0.0,28,18,12.9,54.375,10.625,1014.25,4.625,0.0,38,27,11.6,17.125,11.625,1008.375,7.625,0.0,22,12,8.7,82.875,3.625,1017.875,56.625
2017-12-03,0.0,29,20,11.6,67.625,11.625,1011.375,49.75,0.0,25,13,7.4,68.125,3.75,1011.25,55.0,0.0,26,15,11.6,44.875,13.625,1015.125,2.75,0.0,32,21,8.7,73.5,8.5,1011.375,10.5,0.0,19,16,4.2,94.625,6.5,1015.75,89.875,0.0,30,20,8.7,54.875,13.125,1013.75,5.75,0.0,31,20,6.1,72.625,4.125,1009.875,81.75,0.0,20,11,8.7,80.375,10.5,1017.0,26.0,0.0,21,16,11.6,87.125,20.125,1012.375,37.75,0.0,29,20,12.9,51.875,11.375,1013.0,4.0,0.0,39,27,11.6,20.75,11.5,1008.5,10.375,0.0,25,12,8.7,77.5,3.5,1016.75,41.875
2017-12-04,0.0,33,21,11.6,66.625,9.375,1010.5,30.0,0.0,23,15,11.6,63.375,4.5,1011.125,14.75,0.0,26,15,11.6,34.875,14.0,1015.375,1.0,0.0,31,20,8.7,73.375,8.0,1011.625,24.0,0.0,20,15,8.7,91.25,7.5,1015.25,49.875,0.0,30,20,8.7,55.5,14.75,1012.125,13.625,0.0,34,20,6.1,70.875,4.75,1008.5,79.125,0.0,21,11,8.7,77.25,6.0,1016.0,23.75,0.0,22,16,10.2,86.625,17.75,1013.0,49.125,0.0,29,21,12.9,55.0,11.25,1012.375,3.625,0.0,40,28,11.6,19.375,10.875,1008.5,8.125,0.0,23,14,7.2,75.875,4.625,1018.125,45.875
2017-12-05,0.0,29,21,11.6,68.75,12.875,1012.875,38.125,0.0,27,16,11.6,59.75,5.0,1012.125,12.875,0.0,25,14,11.6,32.875,13.875,1014.875,1.625,0.0,32,21,8.7,73.875,8.625,1012.0,7.875,0.0,22,13,8.7,89.25,6.375,1014.875,57.25,0.0,31,21,8.7,60.75,16.375,1010.5,32.375,0.0,32,19,6.1,73.625,4.125,1008.875,79.875,0.0,22,13,8.7,77.625,7.125,1015.375,17.5,0.0,22,17,7.3,88.625,19.625,1013.5,64.125,0.0,29,20,12.9,59.0,11.125,1013.875,9.375,0.0,40,28,11.6,19.0,9.375,1007.625,5.75,0.0,22,13,7.2,76.5,4.625,1018.625,45.375
2017-12-06,0.0,29,21,10.4,67.25,14.125,1012.875,43.75,0.0,25,16,11.6,60.625,5.0,1012.0,14.0,0.0,26,14,11.6,39.5,10.5,1013.875,3.625,0.0,33,21,8.7,72.75,9.75,1011.5,4.625,0.0,21,15,5.7,91.625,7.0,1014.375,88.125,0.0,31,21,8.7,60.5,11.875,1010.25,31.375,0.0,33,20,6.1,70.875,3.75,1008.75,77.25,0.0,23,13,8.7,73.25,9.625,1015.125,10.75,0.0,20,17,5.8,92.375,19.0,1013.0,73.25,0.0,28,19,12.9,58.625,11.125,1014.125,26.0,0.0,40,27,11.6,19.625,6.75,1006.75,5.25,0.0,23,10,8.7,75.375,4.0,1015.25,32.375
2017-12-07,0.0,31,22,7.9,66.75,7.5,1009.5,57.875,0.0,24,15,11.6,59.375,5.25,1012.375,11.75,0.0,26,14,11.6,40.375,11.875,1013.5,5.0,0.0,32,21,8.7,73.875,6.875,1011.125,19.375,0.0,20,15,4.2,93.875,6.125,1013.75,88.0,0.0,32,23,8.7,50.25,11.25,1010.625,15.5,0.0,33,19,6.1,71.0,3.625,1009.75,74.5,0.0,20,13,8.7,84.5,5.25,1015.25,38.125,0.0,21,17,5.8,91.125,16.25,1012.25,72.875,0.0,28,19,12.9,59.0,11.0,1013.75,26.25,0.0,39,28,11.6,17.125,12.5,1007.0,3.375,0.0,25,13,7.2,77.125,3.5,1015.0,54.0
2017-12-08,0.0,30,23,7.9,67.0,11.5,1006.75,75.5,0.0,24,15,11.6,64.25,4.75,1013.25,16.625,0.0,26,15,11.6,36.25,16.0,1013.75,3.75,0.0,31,21,8.7,76.125,8.625,1011.5,38.0,0.0,23,13,7.2,90.375,5.125,1014.25,67.125,0.0,33,21,8.7,35.625,10.75,1011.25,2.0,0.0,33,20,9.2,73.375,3.875,1010.0,70.5,0.0,20,11,5.7,88.125,5.25,1017.75,65.125,0.0,20,17,5.8,92.125,8.875,1012.0,88.25,0.0,28,19,12.9,58.875,10.875,1014.375,17.875,0.0,38,27,11.6,21.0,14.5,1007.5,3.375,0.0,22,16,7.2,80.375,4.5,1018.5,65.625
2017-12-09,0.0,27,21,9.1,70.75,12.75,1008.625,55.25,0.0,22,12,7.4,75.625,3.5,1014.375,61.625,0.0,25,15,11.6,32.5,21.875,1014.125,4.0,0.0,31,21,8.7,70.375,8.0,1013.75,23.75,0.0,17,13,4.2,96.875,8.875,1019.0,89.5,0.0,32,22,8.7,37.375,10.75,1011.375,2.875,0.0,31,18,7.8,74.5,2.875,1010.875,74.25,0.0,18,10,5.7,84.625,8.875,1020.125,68.375,0.0,21,16,8.7,87.25,16.125,1014.375,67.875,0.0,28,20,12.9,56.5,10.75,1015.125,18.375,0.0,38,27,11.6,24.5,13.125,1007.0,7.375,0.0,15,12,4.1,91.25,3.375,1017.75,70.0
2017-12-10,0.0,31,22,11.6,56.625,8.25,1006.5,15.5,0.0,20,13,5.8,77.875,3.375,1015.25,77.75,0.0,25,15,11.6,33.5,20.25,1015.0,2.125,0.0,33,21,8.7,49.625,12.75,1015.125,8.125,0.0,16,10,4.2,93.0,10.75,1021.875,87.625,0.0,32,22,8.7,37.375,10.375,1013.125,3.25,0.0,33,19,7.8,68.625,4.5,1010.625,80.125,0.0,17,9,8.7,81.875,15.0,1022.125,21.625,0.0,17,13,11.6,79.875,29.0,1016.25,11.625,0.0,28,18,13.0,61.375,10.875,1016.25,6.625,0.0,40,27,11.6,22.5,8.875,1007.375,7.125,0.0,23,13,4.1,87.75,1.75,1015.0,86.625
2017-12-11,0.0,32,23,9.1,53.625,13.125,1007.25,43.375,0.0,19,13,10.1,72.75,4.375,1015.5,43.0,0.0,25,15,11.6,35.125,16.875,1016.25,0.875,0.0,31,22,8.7,55.375,11.125,1014.75,21.625,0.0,13,9,4.2,90.0,9.0,1020.75,91.0,0.0,33,21,8.7,33.75,6.125,1014.0,1.0,0.0,33,17,7.8,74.375,3.5,1011.125,80.75,0.0,18,8,8.7,78.5,10.25,1020.375,7.875,0.0,17,13,11.6,82.625,25.125,1016.5,26.75,0.0,26,19,13.0,63.875,10.625,1015.75,18.0,0.0,40,27,11.6,19.375,8.25,1008.125,5.0,0.0,18,14,4.1,86.875,4.0,1014.75,88.375
2017-12-12,0.0,22,19,7.9,76.625,18.5,1015.5,85.125,0.0,15,13,4.3,78.5,3.875,1016.25,62.75,0.0,26,14,11.6,23.125,16.25,1016.625,0.0,0.0,31,18,8.7,61.375,11.375,1014.75,7.375,0.0,16,10,8.7,89.5,6.25,1019.0,70.375,0.0,33,21,8.7,28.875,8.125,1013.625,2.375,0.0,32,19,7.8,74.125,4.125,1010.875,74.125,0.0,18,9,8.7,71.25,10.375,1019.375,6.875,0.0,18,13,11.6,84.5,18.5,1016.25,49.625,0.0,27,19,13.0,58.125,10.625,1015.75,8.0,0.0,40,27,11.3,16.5,9.75,1008.625,1.75,0.0,24,13,5.6,87.5,3.375,1013.875,81.625
2017-12-13,0.0,26,18,10.4,69.75,13.125,1017.25,42.625,0.0,21,12,8.7,67.25,3.75,1015.5,22.5,0.0,26,13,11.6,22.125,14.125,1015.875,0.0,0.0,31,19,8.7,63.875,9.625,1014.375,5.625,0.0,18,12,4.2,92.625,6.75,1017.75,92.0,0.0,32,22,8.7,40.125,9.0,1013.875,3.625,0.0,33,18,7.8,72.0,3.625,1010.75,76.625,0.0,18,9,8.7,80.25,7.625,1018.5,8.25,0.0,18,14,11.6,84.875,19.375,1016.25,44.75,0.0,28,19,13.0,56.125,10.125,1015.5,33.625,0.0,40,28,11.4,18.125,11.0,1008.75,3.25,0.0,24,15,5.6,85.625,3.75,1013.25,65.125
2017-12-14,0.0,32,20,10.4,64.125,7.875,1015.875,39.75,0.0,24,14,8.7,63.25,4.875,1013.375,11.625,0.0,27,13,11.6,22.25,9.5,1015.125,0.0,0.0,30,18,8.7,65.0,7.375,1013.125,8.5,0.0,22,11,8.7,85.875,4.375,1016.0,47.125,0.0,32,21,8.7,48.875,11.625,1014.5,5.75,0.0,33,21,10.5,67.125,4.75,1010.5,57.25,0.0,21,10,8.7,74.125,5.625,1016.375,6.625,0.0,20,13,11.6,82.875,13.25,1014.125,22.25,0.0,28,20,13.0,57.125,11.25,1014.625,26.375,0.0,40,27,11.3,16.625,10.375,1009.0,2.0,0.0,26,14,8.7,78.5,2.875,1014.75,48.625
2017-12-15,0.0,34,22,10.4,57.625,9.875,1012.625,30.125,0.0,25,14,8.7,53.5,5.625,1013.125,10.375,0.0,27,15,11.6,34.625,9.125,1014.5,1.75,0.0,31,20,8.7,74.375,6.875,1012.875,16.625,0.0,22,12,8.7,88.75,5.625,1015.5,55.875,0.0,31,22,8.7,56.625,13.375,1015.5,8.5,0.0,33,22,11.8,61.5,5.0,1011.0,34.25,0.0,22,13,8.7,76.375,5.625,1016.375,14.25,0.0,19,16,7.3,89.5,15.625,1014.125,67.875,0.0,28,20,13.0,56.5,10.875,1013.875,8.25,0.0,38,28,11.4,16.0,12.75,1009.25,0.0,0.0,25,15,7.2,79.375,3.0,1016.625,67.125
2017-12-16,0.0,35,24,11.6,52.625,7.125,1012.875,15.625,0.0,26,14,8.7,56.25,5.75,1012.75,9.625,0.0,27,17,11.6,36.0,14.0,1014.25,4.0,0.0,32,20,8.7,76.5,7.875,1012.625,21.75,0.0,21,17,5.7,92.75,5.625,1015.75,75.875,0.0,31,22,8.7,50.625,13.5,1016.375,4.875,0.0,34,20,10.5,65.125,4.875,1010.625,61.0,0.0,20,12,8.7,82.625,9.25,1017.0,38.75,0.0,20,16,5.8,90.125,17.625,1014.0,74.125,0.0,26,19,11.9,58.5,11.125,1013.375,47.5,0.0,38,26,11.3,17.125,12.625,1008.875,1.5,0.0,20,13,4.1,85.375,4.875,1021.625,80.75
2017-12-17,0.0,34,24,11.6,51.625,11.5,1012.75,21.125,0.0,29,14,8.7,44.75,5.875,1012.125,3.125,0.0,26,16,11.6,47.25,18.625,1014.75,10.0,0.0,33,20,8.7,75.125,8.25,1012.875,15.75,0.0,21,14,8.7,88.25,6.5,1016.0,49.375,0.0,30,21,8.7,47.75,13.75,1017.75,5.125,0.0,33,20,9.2,69.125,4.75,1010.625,71.875,0.0,21,11,8.7,79.0,10.0,1016.75,16.0,0.0,21,17,5.6,90.5,19.0,1014.5,81.25,0.0,27,19,13.0,60.75,12.0,1013.75,11.75,0.0,39,26,11.3,19.125,10.5,1008.25,3.625,0.0,19,6,8.7,72.625,4.625,1024.375,28.125
2017-12-18,0.0,31,24,9.1,61.0,12.375,1015.25,55.375,0.0,29,14,8.7,38.25,6.125,1012.625,1.0,0.0,26,17,11.6,51.625,19.0,1015.375,13.625,0.0,33,20,8.7,72.625,8.75,1012.75,13.125,0.0,21,17,4.2,91.125,6.625,1015.75,88.375,0.0,30,20,8.7,41.375,14.5,1017.375,1.75,0.0,33,19,10.5,68.375,4.75,1010.375,61.125,0.0,21,14,8.7,78.75,11.75,1016.0,23.5,0.0,20,16,7.1,90.5,21.375,1014.375,80.25,0.0,28,19,13.0,60.625,11.75,1014.0,7.25,0.0,39,27,11.3,18.5,10.75,1008.25,5.25,0.0,17,6,8.7,64.5,4.625,1024.5,9.25
2017-12-19,0.0,30,22,7.9,70.25,12.0,1016.875,72.375,0.0,28,13,8.7,38.875,6.125,1013.25,1.875,0.0,26,16,11.6,46.0,21.25,1015.125,7.375,0.0,33,20,8.7,72.625,8.625,1013.375,9.5,0.0,21,18,5.7,90.75,6.375,1016.875,75.25,0.0,30,20,8.7,39.125,13.25,1016.875,1.625,0.0,34,18,7.8,65.0,3.875,1010.125,79.5,0.0,22,13,8.7,77.25,11.125,1016.625,14.0,0.0,20,16,4.2,93.25,18.125,1014.5,87.875,0.0,28,20,13.0,62.0,11.0,1013.75,7.125,0.0,36,28,11.3,17.875,8.375,1007.5,4.125,0.0,16,4,8.7,65.75,4.875,1027.125,8.125
2017-12-20,0.0,32,22,7.9,62.0,7.25,1013.875,50.125,0.0,26,14,8.7,48.0,5.75,1012.25,5.375,0.0,26,16,11.6,29.25,22.5,1016.125,2.375,0.0,32,21,8.7,76.5,9.0,1012.875,4.875,0.0,22,15,5.7,87.25,8.125,1015.875,68.5,0.0,30,20,8.7,38.375,11.0,1017.375,2.25,0.0,32,20,7.8,69.0,3.875,1010.375,72.75,0.0,21,14,8.7,78.25,9.875,1016.75,13.0,0.0,21,13,4.2,91.25,17.375,1014.25,78.375,0.0,28,20,13.0,62.375,10.625,1013.375,16.375,0.0,40,27,11.3,17.5,7.0,1008.0,3.0,0.0,17,3,8.7,57.875,4.5,1028.75,1.25
2017-12-21,0.0,24,20,7.9,71.5,10.75,1011.625,67.5,0.0,26,14,8.7,53.5,5.5,1012.5,8.625,0.0,26,15,11.6,26.5,20.625,1016.625,0.0,0.0,32,20,8.7,71.75,8.25,1012.75,6.375,0.0,22,15,8.7,87.625,7.375,1015.5,58.25,0.0,29,17,5.7,36.25,10.625,1017.5,45.875,0.0,33,20,7.8,65.75,4.25,1010.0,77.0,0.0,21,12,8.7,77.5,9.75,1016.5,8.25,0.0,19,16,4.2,90.75,18.0,1014.5,67.875,0.0,28,19,13.0,63.0,10.25,1013.875,32.0,0.0,40,28,11.3,16.875,6.125,1008.5,2.5,0.0,23,6,8.7,55.375,4.0,1025.375,2.25
2017-12-22,0.0,29,22,7.9,65.0,10.875,1011.875,60.875,0.0,25,15,8.7,62.25,4.875,1012.75,13.25,0.0,26,15,11.6,30.25,20.0,1015.875,1.75,0.0,32,20,8.7,70.625,7.75,1012.875,8.875,0.0,22,14,8.7,88.25,6.375,1015.5,59.625,0.0,30,18,8.7,36.375,9.75,1016.125,20.375,0.0,33,17,7.8,69.125,4.75,1008.875,74.75,0.0,22,10,8.7,76.625,7.75,1015.75,13.5,0.0,20,16,4.2,92.875,16.375,1014.625,80.625,0.0,28,21,13.0,58.5,10.125,1014.375,22.125,0.0,41,27,11.3,13.875,4.5,1008.0,1.5,0.0,23,9,8.7,58.5,2.75,1019.125,0.25
2017-12-23,0.0,32,22,10.4,59.375,19.0,1011.25,33.875,0.0,22,14,8.7,62.375,4.5,1012.5,15.125,0.0,26,14,11.6,30.125,18.75,1014.5,1.125,0.0,33,20,8.7,71.875,8.25,1013.0,5.875,0.0,22,17,7.2,87.625,5.75,1015.75,76.25,0.0,30,20,8.7,36.25,10.0,1014.25,2.75,0.0,33,20,7.8,68.5,4.75,1007.375,75.5,0.0,21,11,8.7,78.125,9.875,1016.375,9.125,0.0,18,16,4.2,90.625,18.25,1014.625,68.625,0.0,28,20,13.0,60.375,11.125,1013.625,15.0,0.0,41,28,11.3,13.75,5.75,1007.375,1.125,0.0,25,8,8.7,61.5,2.5,1015.375,0.0
2017-12-24,0.0,30,23,9.1,62.625,17.75,1010.125,44.75,0.0,25,14,8.7,64.25,4.375,1012.875,12.625,0.0,26,15,11.6,29.25,18.25,1013.75,3.25,0.0,31,20,8.7,74.25,7.25,1013.125,7.5,0.0,20,14,5.7,91.625,8.125,1016.625,82.5,0.0,30,20,8.7,47.0,9.0,1013.375,1.875,0.0,34,20,7.9,68.125,5.125,1007.5,78.25,0.0,21,10,8.7,79.0,10.5,1017.25,23.0,0.0,17,16,4.2,93.25,15.625,1014.875,82.125,0.0,28,20,13.0,62.75,11.875,1013.875,12.0,0.0,40,27,11.3,13.125,8.75,1007.375,0.0,0.0,20,10,8.7,76.375,5.0,1019.125,37.75
2017-12-25,0.0,28,23,7.9,70.375,12.625,1011.25,83.25,0.0,23,14,8.7,66.25,4.125,1013.625,14.625,0.0,27,15,11.6,28.125,17.875,1014.25,3.5,0.0,33,20,8.7,71.125,8.75,1014.125,23.0,0.0,18,15,4.2,93.375,9.0,1017.25,80.75,0.0,31,21,8.7,45.25,9.375,1014.0,1.25,0.0,34,20,11.8,62.875,4.5,1007.875,55.375,0.0,20,11,8.7,78.25,10.0,1018.0,19.25,0.0,17,16,4.2,92.25,18.5,1015.375,70.25,0.0,28,20,13.0,62.625,11.0,1013.75,12.625,0.0,38,28,11.3,15.625,14.25,1008.5,0.25,0.0,23,7,8.7,71.0,3.75,1018.5,30.625
2017-12-26,0.0,26,22,6.7,78.25,13.125,1013.5,90.375,0.0,21,14,8.7,61.625,4.75,1014.0,10.625,0.0,27,16,11.6,26.375,17.25,1014.625,0.375,0.0,31,20,8.7,69.25,7.875,1013.875,19.0,0.0,18,13,4.2,94.875,7.75,1017.75,87.375,0.0,31,21,8.7,39.125,10.625,1014.875,0.75,0.0,35,20,7.8,71.0,4.25,1008.875,79.75,0.0,20,10,8.7,82.25,8.75,1019.125,27.875,0.0,18,16,4.2,88.125,17.75,1015.625,69.25,0.0,28,19,13.0,63.125,10.25,1015.25,13.75,0.0,37,26,11.3,19.25,14.0,1009.125,0.875,0.0,21,8,8.7,59.5,4.0,1018.375,28.0
2017-12-27,0.0,29,22,6.7,73.5,9.0,1014.0,70.875,0.0,22,13,8.7,65.25,4.375,1013.5,12.375,0.0,27,16,11.6,28.625,16.875,1013.75,0.625,0.0,31,20,8.7,65.875,8.375,1014.25,7.75,0.0,19,13,5.7,91.125,7.75,1018.0,77.5,0.0,30,20,8.7,30.25,11.25,1014.75,0.125,0.0,33,19,7.8,74.875,3.875,1009.625,74.5,0.0,20,11,8.7,76.375,11.5,1018.375,16.625,0.0,18,16,8.7,85.0,18.5,1015.75,34.5,0.0,26,20,11.9,63.25,9.375,1015.375,43.25,0.0,38,25,11.4,19.0,11.125,1007.625,2.5,0.0,11,11,4.1,95.25,3.25,1020.125,92.875
2017-12-28,0.0,29,22,6.7,74.5,9.625,1013.125,82.125,0.0,19,14,4.3,73.5,3.625,1014.0,54.25,0.0,27,15,11.6,21.75,16.625,1013.75,0.0,0.0,32,20,8.7,65.875,8.75,1014.375,10.5,0.0,18,13,4.2,94.75,7.375,1018.125,88.375,0.0,29,19,8.7,37.5,10.625,1014.125,1.125,0.0,32,19,7.8,75.375,3.875,1010.5,76.25,0.0,19,11,8.7,77.0,11.375,1018.875,16.375,0.0,18,16,8.7,87.375,20.125,1015.5,37.25,0.0,28,21,11.9,62.375,9.75,1015.375,38.125,0.0,39,27,11.3,18.875,11.375,1007.5,2.0,0.0,20,11,8.7,88.75,2.125,1019.625,65.625
2017-12-29,0.0,27,22,6.7,74.625,11.75,1011.375,73.75,0.0,21,14,8.7,68.875,3.75,1015.0,23.0,0.0,27,16,11.6,22.875,15.625,1014.5,0.0,0.0,33,20,8.7,70.0,8.25,1014.875,16.375,0.0,17,13,5.7,95.375,6.5,1018.5,78.5,0.0,29,18,8.7,40.25,10.75,1015.0,4.5,0.0,34,18,7.8,70.0,3.875,1010.125,77.0,0.0,19,10,8.7,80.625,11.625,1019.25,44.75,0.0,18,15,8.7,86.5,21.0,1015.75,28.5,0.0,26,19,11.9,67.375,10.125,1015.375,38.25,0.0,39,27,11.4,15.25,12.25,1008.5,0.875,0.0,25,11,4.1,83.625,2.75,1018.75,80.125
2017-12-30,0.0,28,23,9.1,67.75,22.875,1008.625,69.0,0.0,22,13,8.8,67.875,4.0,1015.25,60.25,0.0,28,16,11.6,26.5,14.0,1014.5,0.0,0.0,32,20,8.7,71.75,8.75,1014.625,16.75,0.0,18,15,4.2,93.75,5.375,1017.75,84.5,0.0,29,18,8.7,38.0,10.375,1014.25,4.375,0.0,33,19,7.8,71.0,4.0,1009.875,76.75,0.0,21,10,8.7,78.875,8.75,1018.625,23.75,0.0,18,16,8.7,86.125,17.75,1015.5,37.625,0.0,27,19,13.0,66.0,10.375,1015.75,36.125,0.0,38,27,11.3,12.625,12.5,1009.375,1.125,0.0,22,14,5.6,84.5,4.25,1019.375,73.375
2018-01-01,0.0,32,22,7.9,63.375,13.25,1010.0,65.625,0.0,22,13,8.8,77.25,3.125,1015.0,63.25,0.0,27,15,11.6,25.125,9.875,1012.625,0.0,0.0,32,20,5.7,67.125,7.75,1014.75,25.125,0.0,21,16,5.7,90.375,6.375,1017.75,81.25,0.0,32,20,11.5,36.875,5.75,1010.375,4.0,0.0,32,18,9.2,76.0,3.375,1007.875,67.5,0.0,21,10,8.7,78.5,8.625,1018.625,21.25,0.0,19,16,8.7,87.875,18.25,1015.75,56.25,0.0,28,20,12.9,58.75,9.25,1016.75,28.875,0.0,34,26,11.3,19.25,15.875,1010.5,0.75,0.0,24,9,7.2,81.375,3.25,1016.125,57.875
2018-01-02,0.0,31,23,9.1,68.375,17.125,1006.5,66.875,0.0,20,13,6.0,77.5,4.125,1014.75,78.5,0.0,28,15,11.6,24.25,8.375,1011.375,0.0,0.0,31,19,8.7,70.5,6.875,1014.0,7.375,0.0,18,15,4.2,93.875,7.75,1017.875,96.875,0.0,32,21,11.5,36.375,8.25,1010.25,3.25,0.0,32,18,9.2,77.5,3.625,1008.125,70.25,0.0,17,10,7.2,86.25,12.75,1019.75,50.875,0.0,20,15,8.7,82.625,18.625,1014.75,23.75,0.0,28,20,13.0,56.125,9.25,1016.375,24.75,0.0,33,23,11.4,17.625,14.75,1010.5,4.75,0.0,23,10,8.7,82.75,4.0,1014.75,67.0
2018-01-03,0.0,25,22,6.7,79.75,16.625,1006.625,86.375,0.0,19,12,6.0,81.125,3.75,1014.5,75.875,0.0,27,16,11.6,22.75,9.625,1012.0,0.125,0.0,32,20,8.7,67.625,6.5,1013.75,19.5,0.0,16,14,4.2,95.25,8.5,1018.625,98.25,0.0,31,21,11.5,43.75,9.125,1011.75,3.875,0.0,32,18,7.8,70.625,3.5,1008.875,77.75,0.0,20,9,7.2,81.0,11.375,1020.0,63.875,0.0,19,16,8.7,84.375,19.125,1014.5,27.25,0.0,29,21,12.9,53.125,10.75,1014.625,7.75,0.0,34,22,11.4,19.375,11.75,1010.875,6.5,0.0,22,12,8.7,82.875,3.75,1014.875,59.125
2018-01-04,0.0,29,20,11.6,61.375,15.25,1012.75,19.25,0.0,23,13,11.6,65.75,4.25,1014.25,48.125,0.0,28,19,11.6,22.625,12.625,1012.25,0.375,0.0,31,20,8.7,61.375,7.125,1014.0,17.125,0.0,16,13,4.2,93.125,8.0,1020.125,85.375,0.0,30,21,11.5,39.625,10.625,1012.875,7.0,0.0,33,19,7.8,67.125,4.25,1009.0,82.125,0.0,16,10,7.2,81.0,10.125,1019.625,57.5,0.0,18,15,8.7,80.5,21.75,1015.75,8.875,0.0,28,20,12.9,61.125,10.0,1014.875,21.375,0.0,34,23,11.4,18.0,13.375,1011.75,4.25,0.0,22,13,7.2,83.875,2.75,1014.125,67.375
